t1,V1,t2,V2
5.08E-01,3.19999981,5.08E-01,2.3999999
5.08E-01,3.19999981,5.08E-01,2.3999999
5.08E-01,3.19999981,5.08E-01,2.3999999
5.09E-01,3.19999981,5.09E-01,2.48
5.09E-01,3.27999997,5.09E-01,2.48
5.10E-01,3.27999997,5.10E-01,2.48
5.10E-01,3.27999997,5.10E-01,2.48
5.10E-01,3.27999997,5.10E-01,2.5599999
5.11E-01,3.27999997,5.11E-01,2.5599999
5.11E-01,3.3599999,5.11E-01,2.5599999
5.12E-01,3.3599999,5.12E-01,2.5599999
5.12E-01,3.3599999,5.12E-01,2.5599999
5.12E-01,3.3599999,5.12E-01,2.6399999
5.13E-01,3.3599999,5.13E-01,2.72000003
5.13E-01,3.43999982,5.13E-01,2.72000003
5.14E-01,3.43999982,5.14E-01,2.72000003
5.14E-01,3.51999998,5.14E-01,2.72000003
5.14E-01,3.51999998,5.14E-01,2.72000003
5.15E-01,3.51999998,5.15E-01,2.72000003
5.15E-01,3.51999998,5.15E-01,2.72000003
5.16E-01,3.51999998,5.16E-01,2.72000003
5.16E-01,3.5999999,5.16E-01,2.79999995
5.16E-01,3.51999998,5.16E-01,2.79999995
5.17E-01,3.51999998,5.17E-01,2.72000003
5.17E-01,3.51999998,5.17E-01,2.79999995
5.18E-01,3.51999998,5.18E-01,2.72000003
5.18E-01,3.51999998,5.18E-01,2.72000003
5.18E-01,3.43999982,5.18E-01,2.72000003
5.19E-01,3.43999982,5.19E-01,2.6399999
5.19E-01,3.43999982,5.19E-01,2.6399999
5.20E-01,3.43999982,5.20E-01,2.6399999
5.20E-01,3.3599999,5.20E-01,2.6399999
5.20E-01,3.3599999,5.20E-01,2.5599999
5.21E-01,3.3599999,5.21E-01,2.5599999
5.21E-01,3.3599999,5.21E-01,2.5599999
5.22E-01,3.3599999,5.22E-01,2.5599999
5.22E-01,3.27999997,5.22E-01,2.48
5.22E-01,3.27999997,5.22E-01,2.48
5.23E-01,3.27999997,5.23E-01,2.48
5.23E-01,3.27999997,5.23E-01,2.48
5.24E-01,3.19999981,5.24E-01,2.3999999
5.24E-01,3.19999981,5.24E-01,2.3999999
5.24E-01,3.19999981,5.24E-01,2.48
5.25E-01,3.19999981,5.25E-01,2.3999999
5.25E-01,3.19999981,5.25E-01,2.3999999
5.26E-01,3.11999989,5.26E-01,2.3999999
5.26E-01,3.11999989,5.26E-01,2.3999999
5.26E-01,3.03999996,5.26E-01,2.3999999
5.27E-01,3.03999996,5.27E-01,2.3199999
5.27E-01,3.03999996,5.27E-01,2.3199999
5.28E-01,3.03999996,5.28E-01,2.3199999
5.28E-01,3.03999996,5.28E-01,2.3199999
5.28E-01,3.03999996,5.28E-01,2.24
5.29E-01,2.96000004,5.29E-01,2.24
5.29E-01,2.96000004,5.29E-01,2.24
5.30E-01,2.96000004,5.30E-01,2.24
5.30E-01,2.96000004,5.30E-01,2.24
5.30E-01,2.96000004,5.30E-01,2.1599998
5.31E-01,2.96000004,5.31E-01,2.24
5.31E-01,2.79999995,5.31E-01,2.1599998
5.32E-01,2.87999988,5.32E-01,2.1599998
5.32E-01,2.87999988,5.32E-01,2.0799999
5.32E-01,2.79999995,5.32E-01,2.0799999
5.33E-01,2.79999995,5.33E-01,2.0799999
5.33E-01,2.72000003,5.33E-01,2.0799999
5.34E-01,2.79999995,5.34E-01,2
5.34E-01,2.79999995,5.34E-01,2
5.34E-01,2.72000003,5.34E-01,2
5.35E-01,2.72000003,5.35E-01,2
5.35E-01,2.72000003,5.35E-01,1.92
5.36E-01,2.6399999,5.36E-01,1.92
5.36E-01,2.6399999,5.36E-01,1.92
5.36E-01,2.6399999,5.36E-01,1.92
5.37E-01,2.6399999,5.37E-01,1.8399999
5.37E-01,2.6399999,5.37E-01,1.8399999
5.38E-01,2.6399999,5.38E-01,1.8399999
5.38E-01,2.5599999,5.38E-01,1.8399999
5.38E-01,2.5599999,5.38E-01,1.8399999
5.39E-01,2.5599999,5.39E-01,1.76
5.39E-01,2.48,5.39E-01,1.8399999
5.40E-01,2.48,5.40E-01,1.76
5.40E-01,2.5599999,5.40E-01,1.76
5.40E-01,2.48,5.40E-01,1.76
5.41E-01,2.3999999,5.41E-01,1.76
5.41E-01,2.3999999,5.41E-01,1.6799999
5.42E-01,2.3999999,5.42E-01,1.6799999
5.42E-01,2.3999999,5.42E-01,1.6799999
5.42E-01,2.3199999,5.42E-01,1.6799999
5.43E-01,2.3999999,5.43E-01,1.5999999
5.43E-01,2.3199999,5.43E-01,1.5999999
5.44E-01,2.3199999,5.44E-01,1.5999999
5.44E-01,2.24,5.44E-01,1.5999999
5.44E-01,2.3199999,5.44E-01,1.52
5.45E-01,2.24,5.45E-01,1.52
5.45E-01,2.24,5.45E-01,1.52
5.46E-01,2.24,5.46E-01,1.52
5.46E-01,2.24,5.46E-01,1.52
5.46E-01,2.1599998,5.46E-01,1.4399999
5.47E-01,2.1599998,5.47E-01,1.4399999
5.47E-01,2.1599998,5.47E-01,1.4399999
5.48E-01,2.0799999,5.48E-01,1.4399999
5.48E-01,2.1599998,5.48E-01,1.4399999
5.48E-01,2.0799999,5.48E-01,1.36
5.49E-01,2.0799999,5.49E-01,1.36
5.49E-01,2.0799999,5.49E-01,1.28
5.50E-01,2,5.50E-01,1.36
5.50E-01,2,5.50E-01,1.28
5.50E-01,2,5.50E-01,1.28
5.51E-01,2,5.51E-01,1.28
5.51E-01,2,5.51E-01,1.1999999
5.52E-01,2,5.52E-01,1.28
5.52E-01,1.92,5.52E-01,1.1999999
5.52E-01,2,5.52E-01,1.1999999
5.53E-01,1.92,5.53E-01,1.1999999
5.53E-01,1.92,5.53E-01,1.12
5.54E-01,1.8399999,5.54E-01,1.12
5.54E-01,1.8399999,5.54E-01,1.12
5.54E-01,1.8399999,5.54E-01,1.12
5.55E-01,1.8399999,5.55E-01,1.12
5.55E-01,1.76,5.55E-01,1.04
5.56E-01,1.8399999,5.56E-01,1.04
5.56E-01,1.8399999,5.56E-01,1.04
5.56E-01,1.76,5.56E-01,1.04
5.57E-01,1.6799999,5.57E-01,1.04
5.57E-01,1.76,5.57E-01,1.04
5.58E-01,1.6799999,5.58E-01,1.04
5.58E-01,1.6799999,5.58E-01,9.60E-01
5.58E-01,1.6799999,5.58E-01,9.60E-01
5.59E-01,1.6799999,5.59E-01,9.60E-01
5.59E-01,1.5999999,5.59E-01,9.60E-01
5.60E-01,1.5999999,5.60E-01,8.80E-01
5.60E-01,1.5999999,5.60E-01,8.80E-01
5.60E-01,1.5999999,5.60E-01,8.80E-01
5.61E-01,1.52,5.61E-01,8.00E-01
5.61E-01,1.52,5.61E-01,8.00E-01
5.62E-01,1.5999999,5.62E-01,8.00E-01
5.62E-01,1.4399999,5.62E-01,8.00E-01
5.62E-01,1.52,5.62E-01,7.20E-01
5.63E-01,1.52,5.63E-01,7.20E-01
5.63E-01,1.52,5.63E-01,7.20E-01
5.64E-01,1.4399999,5.64E-01,7.20E-01
5.64E-01,1.4399999,5.64E-01,7.20E-01
5.64E-01,1.36,5.64E-01,6.40E-01
5.65E-01,1.36,5.65E-01,7.20E-01
5.65E-01,1.36,5.65E-01,6.40E-01
5.66E-01,1.28,5.66E-01,6.40E-01
5.66E-01,1.28,5.66E-01,5.60E-01
5.66E-01,1.28,5.66E-01,6.40E-01
5.67E-01,1.28,5.67E-01,5.60E-01
5.67E-01,1.28,5.67E-01,5.60E-01
5.68E-01,1.1999999,5.68E-01,5.60E-01
5.68E-01,1.28,5.68E-01,5.60E-01
5.68E-01,1.1999999,5.68E-01,5.60E-01
5.69E-01,1.1999999,5.69E-01,4.80E-01
5.69E-01,1.1999999,5.69E-01,4.80E-01
5.70E-01,1.1999999,5.70E-01,4.80E-01
5.70E-01,1.12,5.70E-01,4.00E-01
5.70E-01,1.12,5.70E-01,4.00E-01
5.71E-01,1.12,5.71E-01,4.00E-01
5.71E-01,1.12,5.71E-01,4.00E-01
5.72E-01,1.04,5.72E-01,3.20E-01
5.72E-01,1.04,5.72E-01,3.20E-01
5.72E-01,9.60E-01,5.72E-01,3.20E-01
5.73E-01,1.04,5.73E-01,3.20E-01
5.73E-01,9.60E-01,5.73E-01,3.20E-01
5.74E-01,9.60E-01,5.74E-01,2.40E-01
5.74E-01,9.60E-01,5.74E-01,3.20E-01
5.74E-01,9.60E-01,5.74E-01,2.40E-01
5.75E-01,8.80E-01,5.75E-01,2.40E-01
5.75E-01,9.60E-01,5.75E-01,2.40E-01
5.76E-01,8.80E-01,5.76E-01,1.60E-01
5.76E-01,8.00E-01,5.76E-01,2.40E-01
5.76E-01,8.00E-01,5.76E-01,1.60E-01
5.77E-01,8.80E-01,5.77E-01,1.60E-01
5.77E-01,7.20E-01,5.77E-01,8.00E-02
5.78E-01,8.00E-01,5.78E-01,8.00E-02
5.78E-01,7.20E-01,5.78E-01,8.00E-02
5.78E-01,7.20E-01,5.78E-01,8.00E-02
5.79E-01,7.20E-01,5.79E-01,8.00E-02
5.79E-01,6.40E-01,5.79E-01,8.00E-02
5.80E-01,6.40E-01,5.80E-01,8.00E-02
5.80E-01,6.40E-01,5.80E-01,8.00E-02
5.80E-01,5.60E-01,5.80E-01,8.00E-02
5.81E-01,5.60E-01,5.81E-01,8.00E-02
5.81E-01,5.60E-01,5.81E-01,8.00E-02
5.82E-01,5.60E-01,5.82E-01,8.00E-02
5.82E-01,5.60E-01,5.82E-01,8.00E-02
5.82E-01,4.80E-01,5.82E-01,8.00E-02
5.83E-01,4.80E-01,5.83E-01,8.00E-02
5.83E-01,3.20E-01,5.83E-01,8.00E-02
5.84E-01,3.20E-01,5.84E-01,8.00E-02
5.84E-01,3.20E-01,5.84E-01,0
5.84E-01,3.20E-01,5.84E-01,8.00E-02
5.85E-01,3.20E-01,5.85E-01,8.00E-02
5.85E-01,2.40E-01,5.85E-01,8.00E-02
5.86E-01,2.40E-01,5.86E-01,8.00E-02
5.86E-01,1.60E-01,5.86E-01,8.00E-02
5.86E-01,2.40E-01,5.86E-01,8.00E-02
5.87E-01,1.60E-01,5.87E-01,8.00E-02
5.87E-01,8.00E-02,5.87E-01,8.00E-02
5.88E-01,8.00E-02,5.88E-01,8.00E-02
5.88E-01,8.00E-02,5.88E-01,8.00E-02
5.88E-01,0,5.88E-01,8.00E-02
5.89E-01,0,5.89E-01,8.00E-02
5.89E-01,0,5.89E-01,8.00E-02
5.90E-01,0,5.90E-01,8.00E-02
5.90E-01,-8.00E-02,5.90E-01,8.00E-02
5.90E-01,-8.00E-02,5.90E-01,8.00E-02
5.91E-01,-1.60E-01,5.91E-01,8.00E-02
5.91E-01,-1.60E-01,5.91E-01,8.00E-02
5.92E-01,-1.60E-01,5.92E-01,0
5.92E-01,-2.40E-01,5.92E-01,0
5.92E-01,-2.40E-01,5.92E-01,8.00E-02
5.93E-01,-2.40E-01,5.93E-01,8.00E-02
5.93E-01,-2.40E-01,5.93E-01,8.00E-02
5.94E-01,-3.20E-01,5.94E-01,8.00E-02
5.94E-01,-3.20E-01,5.94E-01,8.00E-02
5.94E-01,-4.00E-01,5.94E-01,8.00E-02
5.95E-01,-4.00E-01,5.95E-01,8.00E-02
5.95E-01,-4.80E-01,5.95E-01,8.00E-02
5.96E-01,-4.80E-01,5.96E-01,8.00E-02
5.96E-01,-5.60E-01,5.96E-01,8.00E-02
5.96E-01,-5.60E-01,5.96E-01,8.00E-02
5.97E-01,-5.60E-01,5.97E-01,8.00E-02
5.97E-01,-6.40E-01,5.97E-01,8.00E-02
5.98E-01,-6.40E-01,5.98E-01,8.00E-02
5.98E-01,-6.40E-01,5.98E-01,8.00E-02
5.98E-01,-7.20E-01,5.98E-01,0
5.99E-01,-8.00E-01,5.99E-01,8.00E-02
5.99E-01,-7.20E-01,5.99E-01,8.00E-02
6.00E-01,-8.00E-01,6.00E-01,8.00E-02
6.00E-01,-8.00E-01,6.00E-01,8.00E-02
6.00E-01,-8.80E-01,6.00E-01,8.00E-02
6.01E-01,-8.80E-01,6.01E-01,8.00E-02
6.01E-01,-8.80E-01,6.01E-01,8.00E-02
6.02E-01,-8.80E-01,6.02E-01,8.00E-02
6.02E-01,-9.60E-01,6.02E-01,0
6.02E-01,-9.60E-01,6.02E-01,8.00E-02
6.03E-01,-1.04,6.03E-01,8.00E-02
6.03E-01,-1.04,6.03E-01,8.00E-02
6.04E-01,-1.12,6.04E-01,8.00E-02
6.04E-01,-1.12,6.04E-01,8.00E-02
6.04E-01,-1.12,6.04E-01,8.00E-02
6.05E-01,-1.12,6.05E-01,0
6.05E-01,-1.1999999,6.05E-01,8.00E-02
6.06E-01,-1.1999999,6.06E-01,8.00E-02
6.06E-01,-1.28,6.06E-01,8.00E-02
6.06E-01,-1.36,6.06E-01,8.00E-02
6.07E-01,-1.28,6.07E-01,8.00E-02
6.07E-01,-1.36,6.07E-01,8.00E-02
6.08E-01,-1.36,6.08E-01,8.00E-02
6.08E-01,-1.36,6.08E-01,8.00E-02
6.08E-01,-1.4399999,6.08E-01,8.00E-02
6.09E-01,-1.4399999,6.09E-01,8.00E-02
6.09E-01,-1.52,6.09E-01,8.00E-02
6.10E-01,-1.52,6.10E-01,8.00E-02
6.10E-01,-1.52,6.10E-01,8.00E-02
6.10E-01,-1.52,6.10E-01,8.00E-02
6.11E-01,-1.5999999,6.11E-01,0
6.11E-01,-1.5999999,6.11E-01,8.00E-02
6.12E-01,-1.5999999,6.12E-01,8.00E-02
6.12E-01,-1.76,6.12E-01,8.00E-02
6.12E-01,-1.6799999,6.12E-01,8.00E-02
6.13E-01,-1.6799999,6.13E-01,8.00E-02
6.13E-01,-1.76,6.13E-01,8.00E-02
6.14E-01,-1.8399999,6.14E-01,8.00E-02
6.14E-01,-1.8399999,6.14E-01,8.00E-02
6.14E-01,-1.92,6.14E-01,8.00E-02
6.15E-01,-1.92,6.15E-01,8.00E-02
6.15E-01,-1.92,6.15E-01,8.00E-02
6.16E-01,-1.92,6.16E-01,8.00E-02
6.16E-01,-2,6.16E-01,0
6.16E-01,-2,6.16E-01,8.00E-02
6.17E-01,-1.92,6.17E-01,8.00E-02
6.17E-01,-1.92,6.17E-01,8.00E-02
6.18E-01,-1.8399999,6.18E-01,8.00E-02
6.18E-01,-1.8399999,6.18E-01,8.00E-02
6.18E-01,-1.8399999,6.18E-01,8.00E-02
6.19E-01,-1.76,6.19E-01,0
6.19E-01,-1.76,6.19E-01,8.00E-02
6.20E-01,-1.6799999,6.20E-01,8.00E-02
6.20E-01,-1.6799999,6.20E-01,0
6.20E-01,-1.5999999,6.20E-01,8.00E-02
6.21E-01,-1.6799999,6.21E-01,8.00E-02
6.21E-01,-1.5999999,6.21E-01,8.00E-02
6.22E-01,-1.5999999,6.22E-01,8.00E-02
6.22E-01,-1.52,6.22E-01,8.00E-02
6.22E-01,-1.52,6.22E-01,8.00E-02
6.23E-01,-1.52,6.23E-01,8.00E-02
6.23E-01,-1.4399999,6.23E-01,8.00E-02
6.24E-01,-1.4399999,6.24E-01,0
6.24E-01,-1.4399999,6.24E-01,8.00E-02
6.24E-01,-1.36,6.24E-01,8.00E-02
6.25E-01,-1.36,6.25E-01,8.00E-02
6.25E-01,-1.36,6.25E-01,8.00E-02
6.26E-01,-1.28,6.26E-01,0
6.26E-01,-1.28,6.26E-01,8.00E-02
6.26E-01,-1.28,6.26E-01,0
6.27E-01,-1.1999999,6.27E-01,8.00E-02
6.27E-01,-1.1999999,6.27E-01,8.00E-02
6.28E-01,-1.12,6.28E-01,0
6.28E-01,-1.12,6.28E-01,8.00E-02
6.28E-01,-1.12,6.28E-01,8.00E-02
6.29E-01,-1.04,6.29E-01,8.00E-02
6.29E-01,-9.60E-01,6.29E-01,8.00E-02
6.30E-01,-9.60E-01,6.30E-01,8.00E-02
6.30E-01,-9.60E-01,6.30E-01,8.00E-02
6.30E-01,-9.60E-01,6.30E-01,0
6.31E-01,-9.60E-01,6.31E-01,0
6.31E-01,-8.80E-01,6.31E-01,8.00E-02
6.32E-01,-8.00E-01,6.32E-01,0
6.32E-01,-8.80E-01,6.32E-01,8.00E-02
6.32E-01,-8.00E-01,6.32E-01,8.00E-02
6.33E-01,-8.00E-01,6.33E-01,8.00E-02
6.33E-01,-7.20E-01,6.33E-01,8.00E-02
6.34E-01,-7.20E-01,6.34E-01,8.00E-02
6.34E-01,-7.20E-01,6.34E-01,8.00E-02
6.34E-01,-6.40E-01,6.34E-01,8.00E-02
6.35E-01,-5.60E-01,6.35E-01,8.00E-02
6.35E-01,-5.60E-01,6.35E-01,8.00E-02
6.36E-01,-5.60E-01,6.36E-01,8.00E-02
6.36E-01,-5.60E-01,6.36E-01,8.00E-02
6.36E-01,-4.80E-01,6.36E-01,8.00E-02
6.37E-01,-4.80E-01,6.37E-01,8.00E-02
6.37E-01,-4.80E-01,6.37E-01,8.00E-02
6.38E-01,-4.00E-01,6.38E-01,8.00E-02
6.38E-01,-4.00E-01,6.38E-01,8.00E-02
6.38E-01,-3.20E-01,6.38E-01,8.00E-02
6.39E-01,-3.20E-01,6.39E-01,8.00E-02
6.39E-01,-3.20E-01,6.39E-01,8.00E-02
6.40E-01,-2.40E-01,6.40E-01,0
6.40E-01,-2.40E-01,6.40E-01,8.00E-02
6.40E-01,-2.40E-01,6.40E-01,8.00E-02
6.41E-01,-2.40E-01,6.41E-01,8.00E-02
6.41E-01,-2.40E-01,6.41E-01,8.00E-02
6.42E-01,-1.60E-01,6.42E-01,8.00E-02
6.42E-01,-8.00E-02,6.42E-01,0
6.42E-01,-8.00E-02,6.42E-01,8.00E-02
6.43E-01,0,6.43E-01,8.00E-02
6.43E-01,0,6.43E-01,8.00E-02
6.44E-01,0,6.44E-01,8.00E-02
6.44E-01,0,6.44E-01,8.00E-02
6.44E-01,8.00E-02,6.44E-01,8.00E-02
6.45E-01,8.00E-02,6.45E-01,8.00E-02
6.45E-01,1.60E-01,6.45E-01,8.00E-02
6.46E-01,1.60E-01,6.46E-01,8.00E-02
6.46E-01,1.60E-01,6.46E-01,8.00E-02
6.46E-01,2.40E-01,6.46E-01,8.00E-02
6.47E-01,2.40E-01,6.47E-01,8.00E-02
6.47E-01,3.20E-01,6.47E-01,8.00E-02
6.48E-01,3.20E-01,6.48E-01,8.00E-02
6.48E-01,3.20E-01,6.48E-01,8.00E-02
6.48E-01,3.20E-01,6.48E-01,8.00E-02
6.49E-01,3.20E-01,6.49E-01,8.00E-02
6.49E-01,4.00E-01,6.49E-01,8.00E-02
6.50E-01,4.80E-01,6.50E-01,8.00E-02
6.50E-01,4.80E-01,6.50E-01,8.00E-02
6.50E-01,5.60E-01,6.50E-01,8.00E-02
6.51E-01,5.60E-01,6.51E-01,8.00E-02
6.51E-01,5.60E-01,6.51E-01,8.00E-02
6.52E-01,5.60E-01,6.52E-01,8.00E-02
6.52E-01,6.40E-01,6.52E-01,8.00E-02
6.52E-01,6.40E-01,6.52E-01,8.00E-02
6.53E-01,6.40E-01,6.53E-01,8.00E-02
6.53E-01,7.20E-01,6.53E-01,8.00E-02
6.54E-01,7.20E-01,6.54E-01,8.00E-02
6.54E-01,7.20E-01,6.54E-01,8.00E-02
6.54E-01,7.20E-01,6.54E-01,1.60E-01
6.55E-01,8.00E-01,6.55E-01,1.60E-01
6.55E-01,8.00E-01,6.55E-01,8.00E-02
6.56E-01,8.00E-01,6.56E-01,1.60E-01
6.56E-01,8.80E-01,6.56E-01,1.60E-01
6.56E-01,8.80E-01,6.56E-01,1.60E-01
6.57E-01,8.80E-01,6.57E-01,2.40E-01
6.57E-01,8.80E-01,6.57E-01,2.40E-01
6.58E-01,8.80E-01,6.58E-01,2.40E-01
6.58E-01,9.60E-01,6.58E-01,2.40E-01
6.58E-01,9.60E-01,6.58E-01,2.40E-01
6.59E-01,9.60E-01,6.59E-01,3.20E-01
6.59E-01,9.60E-01,6.59E-01,3.20E-01
6.60E-01,9.60E-01,6.60E-01,3.20E-01
6.60E-01,1.04,6.60E-01,3.20E-01
6.60E-01,1.12,6.60E-01,3.20E-01
6.61E-01,1.12,6.61E-01,4.00E-01
6.61E-01,1.12,6.61E-01,4.00E-01
6.62E-01,1.12,6.62E-01,4.00E-01
6.62E-01,1.12,6.62E-01,4.00E-01
6.62E-01,1.12,6.62E-01,4.00E-01
6.63E-01,1.1999999,6.63E-01,4.80E-01
6.63E-01,1.1999999,6.63E-01,4.80E-01
6.64E-01,1.28,6.64E-01,5.60E-01
6.64E-01,1.1999999,6.64E-01,5.60E-01
6.64E-01,1.28,6.64E-01,5.60E-01
6.65E-01,1.28,6.65E-01,5.60E-01
6.65E-01,1.28,6.65E-01,5.60E-01
6.66E-01,1.28,6.66E-01,5.60E-01
6.66E-01,1.28,6.66E-01,5.60E-01
6.66E-01,1.28,6.66E-01,6.40E-01
6.67E-01,1.28,6.67E-01,6.40E-01
6.67E-01,1.28,6.67E-01,6.40E-01
6.68E-01,1.36,6.68E-01,6.40E-01
6.68E-01,1.4399999,6.68E-01,7.20E-01
6.68E-01,1.4399999,6.68E-01,7.20E-01
6.69E-01,1.4399999,6.69E-01,7.20E-01
6.69E-01,1.4399999,6.69E-01,7.20E-01
6.70E-01,1.4399999,6.70E-01,7.20E-01
6.70E-01,1.52,6.70E-01,7.20E-01
6.70E-01,1.52,6.70E-01,8.00E-01
6.71E-01,1.52,6.71E-01,8.00E-01
6.71E-01,1.52,6.71E-01,8.00E-01
6.72E-01,1.5999999,6.72E-01,8.80E-01
6.72E-01,1.5999999,6.72E-01,8.00E-01
6.72E-01,1.5999999,6.72E-01,8.80E-01
6.73E-01,1.5999999,6.73E-01,8.80E-01
6.73E-01,1.5999999,6.73E-01,9.60E-01
6.74E-01,1.6799999,6.74E-01,9.60E-01
6.74E-01,1.6799999,6.74E-01,9.60E-01
6.74E-01,1.6799999,6.74E-01,9.60E-01
6.75E-01,1.6799999,6.75E-01,1.04
6.75E-01,1.76,6.75E-01,9.60E-01
6.76E-01,1.76,6.76E-01,1.04
6.76E-01,1.76,6.76E-01,1.04
6.76E-01,1.8399999,6.76E-01,1.04
6.77E-01,1.76,6.77E-01,1.04
6.77E-01,1.8399999,6.77E-01,1.12
6.78E-01,1.8399999,6.78E-01,1.04
6.78E-01,1.8399999,6.78E-01,1.12
6.78E-01,1.8399999,6.78E-01,1.12
6.79E-01,1.8399999,6.79E-01,1.12
6.79E-01,1.92,6.79E-01,1.1999999
6.80E-01,1.92,6.80E-01,1.1999999
6.80E-01,1.92,6.80E-01,1.1999999
6.80E-01,1.92,6.80E-01,1.1999999
6.81E-01,2,6.81E-01,1.1999999
6.81E-01,2,6.81E-01,1.28
6.82E-01,2,6.82E-01,1.28
6.82E-01,2,6.82E-01,1.28
6.82E-01,2,6.82E-01,1.36
6.83E-01,2.0799999,6.83E-01,1.36
6.83E-01,2.0799999,6.83E-01,1.36
6.84E-01,2.0799999,6.84E-01,1.4399999
6.84E-01,2.0799999,6.84E-01,1.36
6.84E-01,2.1599998,6.84E-01,1.4399999
6.85E-01,2.1599998,6.85E-01,1.36
6.85E-01,2.1599998,6.85E-01,1.4399999
6.86E-01,2.1599998,6.86E-01,1.4399999
6.86E-01,2.24,6.86E-01,1.52
6.86E-01,2.24,6.86E-01,1.4399999
6.87E-01,2.24,6.87E-01,1.52
6.87E-01,2.24,6.87E-01,1.52
6.88E-01,2.24,6.88E-01,1.5999999
6.88E-01,2.3199999,6.88E-01,1.52
6.88E-01,2.3199999,6.88E-01,1.5999999
6.89E-01,2.3199999,6.89E-01,1.5999999
6.89E-01,2.3199999,6.89E-01,1.5999999
6.90E-01,2.3999999,6.90E-01,1.5999999
6.90E-01,2.3999999,6.90E-01,1.5999999
6.90E-01,2.3999999,6.90E-01,1.6799999
6.91E-01,2.3999999,6.91E-01,1.6799999
6.91E-01,2.3999999,6.91E-01,1.6799999
6.92E-01,2.3999999,6.92E-01,1.76
6.92E-01,2.48,6.92E-01,1.76
6.92E-01,2.48,6.92E-01,1.76
6.93E-01,2.5599999,6.93E-01,1.76
6.93E-01,2.5599999,6.93E-01,1.76
6.94E-01,2.5599999,6.94E-01,1.8399999
6.94E-01,2.5599999,6.94E-01,1.8399999
6.94E-01,2.5599999,6.94E-01,1.8399999
6.95E-01,2.6399999,6.95E-01,1.8399999
6.95E-01,2.6399999,6.95E-01,1.8399999
6.96E-01,2.6399999,6.96E-01,1.92
6.96E-01,2.6399999,6.96E-01,1.92
6.96E-01,2.6399999,6.96E-01,1.92
6.97E-01,2.6399999,6.97E-01,1.92
6.97E-01,2.72000003,6.97E-01,1.92
6.98E-01,2.72000003,6.98E-01,2
6.98E-01,2.72000003,6.98E-01,2
6.98E-01,2.79999995,6.98E-01,2.0799999
6.99E-01,2.79999995,6.99E-01,2
6.99E-01,2.79999995,6.99E-01,2.0799999
7.00E-01,2.79999995,7.00E-01,2.0799999
7.00E-01,2.79999995,7.00E-01,2.0799999
7.00E-01,2.87999988,7.00E-01,2.0799999
7.01E-01,2.87999988,7.01E-01,2.0799999
7.01E-01,2.87999988,7.01E-01,2.1599998
7.02E-01,2.87999988,7.02E-01,2.24
7.02E-01,2.96000004,7.02E-01,2.24
7.02E-01,2.96000004,7.02E-01,2.1599998
7.03E-01,3.03999996,7.03E-01,2.24
7.03E-01,2.96000004,7.03E-01,2.24
7.04E-01,3.03999996,7.04E-01,2.24
7.04E-01,2.96000004,7.04E-01,2.3199999
7.04E-01,3.03999996,7.04E-01,2.3199999
7.05E-01,3.03999996,7.05E-01,2.3199999
7.05E-01,3.03999996,7.05E-01,2.3199999
7.06E-01,3.11999989,7.06E-01,2.3199999
7.06E-01,3.11999989,7.06E-01,2.3999999
7.06E-01,3.11999989,7.06E-01,2.3199999
7.07E-01,3.11999989,7.07E-01,2.3999999
7.07E-01,3.19999981,7.07E-01,2.3999999
7.08E-01,3.19999981,7.08E-01,2.48
7.08E-01,3.19999981,7.08E-01,2.3999999
7.08E-01,3.19999981,7.08E-01,2.48
7.09E-01,3.19999981,7.09E-01,2.48
7.09E-01,3.19999981,7.09E-01,2.48
7.10E-01,3.27999997,7.10E-01,2.48
7.10E-01,3.19999981,7.10E-01,2.48
7.10E-01,3.3599999,7.10E-01,2.48
7.11E-01,3.3599999,7.11E-01,2.48
7.11E-01,3.27999997,7.11E-01,2.5599999
7.12E-01,3.3599999,7.12E-01,2.5599999
7.12E-01,3.3599999,7.12E-01,2.6399999
7.12E-01,3.3599999,7.12E-01,2.6399999
7.13E-01,3.43999982,7.13E-01,2.5599999
7.13E-01,3.43999982,7.13E-01,2.72000003
7.14E-01,3.43999982,7.14E-01,2.72000003
7.14E-01,3.43999982,7.14E-01,2.72000003
7.14E-01,3.43999982,7.14E-01,2.72000003
7.15E-01,3.51999998,7.15E-01,2.72000003
7.15E-01,3.51999998,7.15E-01,2.79999995
7.16E-01,3.5999999,7.16E-01,2.79999995
7.16E-01,3.51999998,7.16E-01,2.79999995
7.16E-01,3.5999999,7.16E-01,2.79999995
7.17E-01,3.51999998,7.17E-01,2.72000003
7.17E-01,3.51999998,7.17E-01,2.72000003
7.18E-01,3.51999998,7.18E-01,2.72000003
7.18E-01,3.43999982,7.18E-01,2.72000003
7.18E-01,3.43999982,7.18E-01,2.72000003
7.19E-01,3.43999982,7.19E-01,2.72000003
7.19E-01,3.43999982,7.19E-01,2.72000003
7.20E-01,3.43999982,7.20E-01,2.6399999
7.20E-01,3.3599999,7.20E-01,2.6399999
7.20E-01,3.3599999,7.20E-01,2.5599999
7.21E-01,3.3599999,7.21E-01,2.5599999
7.21E-01,3.3599999,7.21E-01,2.5599999
7.22E-01,3.3599999,7.22E-01,2.5599999
7.22E-01,3.27999997,7.22E-01,2.5599999
7.22E-01,3.27999997,7.22E-01,2.5599999
7.23E-01,3.27999997,7.23E-01,2.48
7.23E-01,3.27999997,7.23E-01,2.48
