t1,V1,t2,V2
7.24E-01,3.19999981,7.24E-01,2.3999999
7.24E-01,3.19999981,7.24E-01,2.48
7.24E-01,3.19999981,7.24E-01,2.3999999
7.25E-01,3.19999981,7.25E-01,2.3999999
7.25E-01,3.11999989,7.25E-01,2.3999999
7.26E-01,3.11999989,7.26E-01,2.3999999
7.26E-01,3.11999989,7.26E-01,2.3999999
7.26E-01,3.11999989,7.26E-01,2.3999999
7.27E-01,3.11999989,7.27E-01,2.3199999
7.27E-01,3.03999996,7.27E-01,2.3199999
7.28E-01,3.03999996,7.28E-01,2.3199999
7.28E-01,3.03999996,7.28E-01,2.3199999
7.28E-01,3.03999996,7.28E-01,2.24
7.29E-01,3.03999996,7.29E-01,2.24
7.29E-01,2.96000004,7.29E-01,2.24
7.30E-01,2.96000004,7.30E-01,2.1599998
7.30E-01,2.87999988,7.30E-01,2.24
7.30E-01,2.96000004,7.30E-01,2.1599998
7.31E-01,2.96000004,7.31E-01,2.1599998
7.31E-01,2.87999988,7.31E-01,2.1599998
7.32E-01,2.87999988,7.32E-01,2.1599998
7.32E-01,2.87999988,7.32E-01,2.0799999
7.32E-01,2.79999995,7.32E-01,2.0799999
7.33E-01,2.79999995,7.33E-01,2.0799999
7.33E-01,2.79999995,7.33E-01,2
7.34E-01,2.72000003,7.34E-01,2.0799999
7.34E-01,2.79999995,7.34E-01,2
7.34E-01,2.72000003,7.34E-01,2
7.35E-01,2.6399999,7.35E-01,2
7.35E-01,2.72000003,7.35E-01,2
7.36E-01,2.72000003,7.36E-01,1.92
7.36E-01,2.6399999,7.36E-01,1.92
7.36E-01,2.6399999,7.36E-01,1.8399999
7.37E-01,2.6399999,7.37E-01,1.8399999
7.37E-01,2.6399999,7.37E-01,1.8399999
7.38E-01,2.6399999,7.38E-01,1.8399999
7.38E-01,2.6399999,7.38E-01,1.8399999
7.38E-01,2.5599999,7.38E-01,1.8399999
7.39E-01,2.5599999,7.39E-01,1.8399999
7.39E-01,2.5599999,7.39E-01,1.76
7.40E-01,2.5599999,7.40E-01,1.76
7.40E-01,2.48,7.40E-01,1.76
7.40E-01,2.48,7.40E-01,1.76
7.41E-01,2.3999999,7.41E-01,1.76
7.41E-01,2.3999999,7.41E-01,1.76
7.42E-01,2.3999999,7.42E-01,1.6799999
7.42E-01,2.3999999,7.42E-01,1.5999999
7.42E-01,2.3999999,7.42E-01,1.6799999
7.43E-01,2.3999999,7.43E-01,1.5999999
7.43E-01,2.3199999,7.43E-01,1.5999999
7.44E-01,2.3199999,7.44E-01,1.5999999
7.44E-01,2.3199999,7.44E-01,1.52
7.44E-01,2.24,7.44E-01,1.52
7.45E-01,2.24,7.45E-01,1.52
7.45E-01,2.3199999,7.45E-01,1.52
7.46E-01,2.24,7.46E-01,1.52
7.46E-01,2.24,7.46E-01,1.4399999
7.46E-01,2.24,7.46E-01,1.4399999
7.47E-01,2.1599998,7.47E-01,1.4399999
7.47E-01,2.1599998,7.47E-01,1.4399999
7.48E-01,2.1599998,7.48E-01,1.4399999
7.48E-01,2.1599998,7.48E-01,1.4399999
7.48E-01,2.0799999,7.48E-01,1.36
7.49E-01,2.0799999,7.49E-01,1.36
7.49E-01,2.0799999,7.49E-01,1.36
7.50E-01,2.0799999,7.50E-01,1.36
7.50E-01,2,7.50E-01,1.36
7.50E-01,2,7.50E-01,1.28
7.51E-01,2,7.51E-01,1.28
7.51E-01,2,7.51E-01,1.28
7.52E-01,2,7.52E-01,1.1999999
7.52E-01,1.92,7.52E-01,1.1999999
7.52E-01,1.92,7.52E-01,1.1999999
7.53E-01,1.92,7.53E-01,1.1999999
7.53E-01,1.8399999,7.53E-01,1.1999999
7.54E-01,1.8399999,7.54E-01,1.12
7.54E-01,1.8399999,7.54E-01,1.12
7.54E-01,1.8399999,7.54E-01,1.04
7.55E-01,1.8399999,7.55E-01,1.04
7.55E-01,1.8399999,7.55E-01,1.12
7.56E-01,1.8399999,7.56E-01,1.04
7.56E-01,1.76,7.56E-01,1.04
7.56E-01,1.76,7.56E-01,1.04
7.57E-01,1.6799999,7.57E-01,9.60E-01
7.57E-01,1.6799999,7.57E-01,1.04
7.58E-01,1.6799999,7.58E-01,9.60E-01
7.58E-01,1.76,7.58E-01,9.60E-01
7.58E-01,1.6799999,7.58E-01,9.60E-01
7.59E-01,1.6799999,7.59E-01,9.60E-01
7.59E-01,1.5999999,7.59E-01,9.60E-01
7.60E-01,1.5999999,7.60E-01,8.80E-01
7.60E-01,1.5999999,7.60E-01,8.00E-01
7.60E-01,1.5999999,7.60E-01,8.80E-01
7.61E-01,1.5999999,7.61E-01,8.00E-01
7.61E-01,1.5999999,7.61E-01,8.00E-01
7.62E-01,1.5999999,7.62E-01,8.00E-01
7.62E-01,1.52,7.62E-01,8.00E-01
7.62E-01,1.52,7.62E-01,8.00E-01
7.63E-01,1.4399999,7.63E-01,7.20E-01
7.63E-01,1.4399999,7.63E-01,7.20E-01
7.64E-01,1.4399999,7.64E-01,7.20E-01
7.64E-01,1.4399999,7.64E-01,7.20E-01
7.64E-01,1.36,7.64E-01,7.20E-01
7.65E-01,1.36,7.65E-01,6.40E-01
7.65E-01,1.36,7.65E-01,6.40E-01
7.66E-01,1.28,7.66E-01,6.40E-01
7.66E-01,1.28,7.66E-01,5.60E-01
7.66E-01,1.28,7.66E-01,5.60E-01
7.67E-01,1.28,7.67E-01,5.60E-01
7.67E-01,1.28,7.67E-01,5.60E-01
7.68E-01,1.28,7.68E-01,5.60E-01
7.68E-01,1.28,7.68E-01,5.60E-01
7.68E-01,1.28,7.68E-01,4.80E-01
7.69E-01,1.1999999,7.69E-01,4.80E-01
7.69E-01,1.1999999,7.69E-01,4.80E-01
7.70E-01,1.12,7.70E-01,4.80E-01
7.70E-01,1.12,7.70E-01,4.00E-01
7.70E-01,1.12,7.70E-01,4.00E-01
7.71E-01,1.12,7.71E-01,4.00E-01
7.71E-01,1.12,7.71E-01,3.20E-01
7.72E-01,1.12,7.72E-01,3.20E-01
7.72E-01,1.04,7.72E-01,3.20E-01
7.72E-01,1.04,7.72E-01,3.20E-01
7.73E-01,9.60E-01,7.73E-01,3.20E-01
7.73E-01,9.60E-01,7.73E-01,3.20E-01
7.74E-01,9.60E-01,7.74E-01,3.20E-01
7.74E-01,9.60E-01,7.74E-01,2.40E-01
7.74E-01,9.60E-01,7.74E-01,2.40E-01
7.75E-01,9.60E-01,7.75E-01,2.40E-01
7.75E-01,8.80E-01,7.75E-01,1.60E-01
7.76E-01,8.80E-01,7.76E-01,1.60E-01
7.76E-01,8.00E-01,7.76E-01,1.60E-01
7.76E-01,8.00E-01,7.76E-01,1.60E-01
7.77E-01,8.00E-01,7.77E-01,1.60E-01
7.77E-01,8.00E-01,7.77E-01,1.60E-01
7.78E-01,8.00E-01,7.78E-01,1.60E-01
7.78E-01,7.20E-01,7.78E-01,1.60E-01
7.78E-01,7.20E-01,7.78E-01,8.00E-02
7.79E-01,7.20E-01,7.79E-01,8.00E-02
7.79E-01,6.40E-01,7.79E-01,8.00E-02
7.80E-01,6.40E-01,7.80E-01,8.00E-02
7.80E-01,6.40E-01,7.80E-01,8.00E-02
7.80E-01,5.60E-01,7.80E-01,8.00E-02
7.81E-01,5.60E-01,7.81E-01,8.00E-02
7.81E-01,5.60E-01,7.81E-01,8.00E-02
7.82E-01,5.60E-01,7.82E-01,8.00E-02
7.82E-01,4.80E-01,7.82E-01,8.00E-02
7.82E-01,4.80E-01,7.82E-01,8.00E-02
7.83E-01,4.80E-01,7.83E-01,8.00E-02
7.83E-01,4.80E-01,7.83E-01,8.00E-02
7.84E-01,4.00E-01,7.84E-01,8.00E-02
7.84E-01,3.20E-01,7.84E-01,8.00E-02
7.84E-01,3.20E-01,7.84E-01,0
7.85E-01,3.20E-01,7.85E-01,8.00E-02
7.85E-01,2.40E-01,7.85E-01,8.00E-02
7.86E-01,2.40E-01,7.86E-01,8.00E-02
7.86E-01,2.40E-01,7.86E-01,8.00E-02
7.86E-01,1.60E-01,7.86E-01,8.00E-02
7.87E-01,1.60E-01,7.87E-01,8.00E-02
7.87E-01,8.00E-02,7.87E-01,8.00E-02
7.88E-01,8.00E-02,7.88E-01,8.00E-02
7.88E-01,0,7.88E-01,8.00E-02
7.88E-01,0,7.88E-01,8.00E-02
7.89E-01,0,7.89E-01,8.00E-02
7.89E-01,0,7.89E-01,8.00E-02
7.90E-01,-8.00E-02,7.90E-01,8.00E-02
7.90E-01,-1.60E-01,7.90E-01,8.00E-02
7.90E-01,-1.60E-01,7.90E-01,8.00E-02
7.91E-01,-1.60E-01,7.91E-01,8.00E-02
7.91E-01,-1.60E-01,7.91E-01,8.00E-02
7.92E-01,-1.60E-01,7.92E-01,8.00E-02
7.92E-01,-1.60E-01,7.92E-01,8.00E-02
7.92E-01,-2.40E-01,7.92E-01,8.00E-02
7.93E-01,-2.40E-01,7.93E-01,8.00E-02
7.93E-01,-3.20E-01,7.93E-01,8.00E-02
7.94E-01,-3.20E-01,7.94E-01,8.00E-02
7.94E-01,-3.20E-01,7.94E-01,8.00E-02
7.94E-01,-4.00E-01,7.94E-01,8.00E-02
7.95E-01,-4.00E-01,7.95E-01,8.00E-02
7.95E-01,-4.00E-01,7.95E-01,8.00E-02
7.96E-01,-4.80E-01,7.96E-01,8.00E-02
7.96E-01,-5.60E-01,7.96E-01,8.00E-02
7.96E-01,-5.60E-01,7.96E-01,8.00E-02
7.97E-01,-5.60E-01,7.97E-01,8.00E-02
7.97E-01,-5.60E-01,7.97E-01,0
7.98E-01,-6.40E-01,7.98E-01,8.00E-02
7.98E-01,-6.40E-01,7.98E-01,8.00E-02
7.98E-01,-6.40E-01,7.98E-01,0
7.99E-01,-7.20E-01,7.99E-01,8.00E-02
7.99E-01,-7.20E-01,7.99E-01,8.00E-02
8.00E-01,-8.00E-01,8.00E-01,8.00E-02
8.00E-01,-8.00E-01,8.00E-01,8.00E-02
